timestamp,open,high,low,close,volume
2024-08-09 06:00:00+02:00,5357.5,5357.75,5328.5,5333.25,0
2024-08-09 07:00:00+02:00,5333.5,5350.0,5329.0,5346.25,16311
2024-08-09 08:00:00+02:00,5346.25,5353.5,5339.0,5350.0,10367
2024-08-09 09:00:00+02:00,5350.25,5354.0,5342.25,5352.5,17810
2024-08-09 10:00:00+02:00,5352.75,5372.0,5351.75,5369.25,20640
2024-08-09 11:00:00+02:00,5369.5,5371.25,5360.0,5365.25,13227
2024-08-09 12:00:00+02:00,5365.25,5365.5,5352.0,5355.75,11452
2024-08-09 13:00:00+02:00,5356.0,5364.75,5341.25,5348.5,23688
2024-08-09 14:00:00+02:00,5348.5,5349.0,5319.5,5330.25,43354
2024-08-09 15:00:00+02:00,5330.25,5351.0,5324.75,5332.0,143770
2024-08-09 16:00:00+02:00,5332.0,5361.0,5327.25,5354.75,201026
2024-08-09 17:00:00+02:00,5355.0,5366.5,5340.5,5342.75,128211
2024-08-09 18:00:00+02:00,5343.0,5354.25,5337.75,5354.25,80840
2024-08-09 19:00:00+02:00,5354.25,5385.25,5352.75,5366.0,108729
2024-08-09 20:00:00+02:00,5366.25,5370.0,5354.25,5363.75,94966
2024-08-09 21:00:00+02:00,5364.0,5375.0,5358.25,5368.75,112317
2024-08-09 22:00:00+02:00,5368.75,5370.25,5361.5,5365.0,14812
2024-08-12 00:00:00+02:00,5364.5,5376.0,5350.0,5365.5,21984
2024-08-12 01:00:00+02:00,5365.25,5373.0,5362.0,5370.25,11431
2024-08-12 02:00:00+02:00,5370.25,5371.25,5363.0,5364.75,9117
2024-08-12 03:00:00+02:00,5364.25,5370.25,5361.25,5365.75,11022
2024-08-12 04:00:00+02:00,5366.0,5377.5,5365.75,5374.25,7360
2024-08-12 05:00:00+02:00,5374.5,5376.25,5364.5,5368.25,6738
2024-08-12 06:00:00+02:00,5368.75,5373.5,5367.0,5372.25,3591
2024-08-12 07:00:00+02:00,5372.5,5375.25,5370.5,5373.75,3808
2024-08-12 08:00:00+02:00,5373.75,5374.75,5367.0,5370.25,6119
2024-08-12 09:00:00+02:00,5370.5,5382.5,5366.0,5381.75,15175
2024-08-12 10:00:00+02:00,5381.25,5384.0,5371.0,5372.0,8538
2024-08-12 11:00:00+02:00,5372.0,5378.5,5370.75,5374.75,7530
2024-08-12 12:00:00+02:00,5375.0,5381.75,5372.25,5380.5,6312
2024-08-12 13:00:00+02:00,5380.75,5387.75,5378.0,5385.0,12839
2024-08-12 14:00:00+02:00,5385.0,5389.5,5380.25,5382.0,15240
2024-08-12 15:00:00+02:00,5382.25,5384.5,5348.0,5352.5,135659
2024-08-12 16:00:00+02:00,5352.75,5392.25,5350.25,5391.25,183429
